Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Proft,Operating Margin,Sales Method
Sports Direct,1189833,10/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,44,131,576,421,0.73,Online
Sports Direct,1189833,10/4/2021,South,Alabama,Birmingham,Men's Apparel,48,111,533,314,0.59,Online
Sports Direct,1189833,10/5/2021,South,Alabama,Birmingham,Women's Apparel,56,188,1053,832,0.79,Online
Sports Direct,1189833,10/6/2021,South,Alabama,Birmingham,Men's Street Footwear,56,233,1305,822,0.63,Online
Sports Direct,1189833,10/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,58,225,1305,835,0.64,Online
Sports Direct,1189833,10/8/2021,South,Alabama,Birmingham,Women's Street Footwear,64,175,1120,694,0.62,Online
Sports Direct,1189833,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,63,143,901,676,0.75,Online
Sports Direct,1189833,10/10/2021,South,Alabama,Birmingham,Men's Apparel,58,145,841,471,0.56,Online
Sports Direct,1189833,10/11/2021,South,Alabama,Birmingham,Women's Apparel,68,203,1380,1104,0.8,Online
Sports Direct,1189833,12/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,74,135,999,350,0.35,Online
Sports Direct,1189833,12/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,73,145,1059,370,0.35,Online
Sports Direct,1189833,12/9/2021,West,Hawaii,Honolulu,Men's Apparel,84,128,1075,280,0.26,Online
Sports Direct,1189833,12/9/2021,West,Hawaii,Honolulu,Women's Apparel,89,142,1264,632,0.5,Online
Sports Direct,1189833,1/17/2021,West,Hawaii,Honolulu,Men's Street Footwear,38,115,437,188,0.43,Online
Sports Direct,1189833,1/17/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,48,123,590,207,0.35,Online
Sports Direct,1189833,1/17/2021,West,Hawaii,Honolulu,Women's Street Footwear,45,123,554,227,0.41,Online
Sports Direct,1189833,1/17/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,47,77,362,163,0.45,Online
Sports Direct,1189833,1/17/2021,West,Hawaii,Honolulu,Men's Apparel,54,68,367,110,0.3,Online
Sports Direct,1189833,1/17/2021,West,Hawaii,Honolulu,Women's Apparel,49,124,608,358,0.59,Online
Sports Direct,1189833,2/17/2021,West,Hawaii,Honolulu,Men's Street Footwear,36,137,493,207,0.42,Online
Sports Direct,1189833,2/17/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,49,111,544,190,0.35,Online
Sports Direct,1189833,2/17/2021,West,Hawaii,Honolulu,Women's Street Footwear,49,111,544,218,0.4,Online
Sports Direct,1189833,2/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,45,74,333,147,0.44,Online
Sports Direct,1189833,2/17/2021,Southeast,Florida,Orlando,Men's Apparel,52,60,312,100,0.32,Online
Sports Direct,1189833,2/17/2021,Southeast,Florida,Orlando,Women's Apparel,47,108,508,294,0.58,Online
Sports Direct,1189833,3/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,46,160,736,302,0.41,Online
Sports Direct,1189833,3/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,58,100,580,220,0.38,Online
Sports Direct,1189833,3/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,59,115,679,292,0.43,Online
Sports Direct,1189833,3/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,58,91,528,222,0.42,Online
Sports Direct,1189833,3/16/2021,Southeast,Florida,Orlando,Men's Apparel,61,44,268,89,0.33,Online
Sports Direct,1189833,3/16/2021,Southeast,Florida,Orlando,Women's Apparel,54,101,545,327,0.6,Online
Sports Direct,1189833,12/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,64,154,986,473,0.48,Online
Sports Direct,1189833,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,67,160,1072,536,0.5,Online
Sports Direct,1189833,12/23/2021,Southeast,Virginia,Richmond,Men's Apparel,72,133,958,488,0.51,Online
Sports Direct,1189833,12/23/2021,Southeast,Virginia,Richmond,Women's Apparel,82,150,1230,529,0.43,Online
Sports Direct,1189833,1/19/2021,Southeast,Virginia,Richmond,Men's Street Footwear,34,203,690,421,0.61,Online
Sports Direct,1189833,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,34,154,524,267,0.51,Online
Sports Direct,1189833,1/19/2021,Southeast,Virginia,Richmond,Women's Street Footwear,23,149,343,137,0.4,Online
Sports Direct,1189833,1/19/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,29,116,336,168,0.5,Online
Sports Direct,1189833,1/19/2021,Southeast,Virginia,Richmond,Men's Apparel,43,122,525,273,0.52,Online
Sports Direct,1189833,1/19/2021,Southeast,Virginia,Richmond,Women's Apparel,33,138,455,310,0.68,Online
Sports Direct,1189833,2/17/2021,Southeast,Virginia,Richmond,Men's Street Footwear,34,200,680,428,0.63,Online
Sports Direct,1189833,2/17/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,33,117,386,201,0.52,Online
Sports Direct,1189833,2/17/2021,Southeast,Virginia,Richmond,Women's Street Footwear,23,150,345,148,0.43,Online
Sports Direct,1189833,2/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,305,150,0.49,Online
Sports Direct,1189833,2/17/2021,Midwest,Michigan,Detroit,Men's Apparel,41,126,517,284,0.55,Online
Sports Direct,1189833,2/17/2021,Midwest,Michigan,Detroit,Women's Apparel,33,138,455,305,0.67,Online
Sports Direct,1189833,3/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,34,216,734,448,0.61,Online
Sports Direct,1189833,3/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,32,126,403,218,0.54,Online
Sports Direct,1189833,3/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,25,124,310,124,0.4,Online
Sports Direct,1189833,3/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,29,91,264,127,0.48,Online
Sports Direct,1189833,3/15/2021,Midwest,Michigan,Detroit,Men's Apparel,43,94,404,210,0.52,Online
Sports Direct,1189833,3/15/2021,Midwest,Michigan,Detroit,Women's Apparel,33,143,472,326,0.69,Online
Sports Direct,1189833,4/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,579,348,0.6,Online
Sports Direct,1189833,4/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,38,111,422,224,0.53,Online
Sports Direct,1189833,4/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,27,135,365,153,0.42,Online
Sports Direct,1189833,4/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,32,109,349,160,0.46,Online
Sports Direct,1189833,4/16/2021,Midwest,Michigan,Detroit,Men's Apparel,45,120,540,270,0.5,Online
Sports Direct,1189833,4/16/2021,Midwest,Michigan,Detroit,Women's Apparel,37,152,562,388,0.69,Online
Sports Direct,1189833,5/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,48,207,994,606,0.61,Online
Sports Direct,1189833,5/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,47,150,705,388,0.55,Online
Sports Direct,1189833,5/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,44,133,585,234,0.4,Online
Sports Direct,1189833,5/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,42,126,529,265,0.5,Online
Sports Direct,1189833,5/15/2021,Midwest,Michigan,Detroit,Men's Apparel,52,124,645,342,0.53,Online
Sports Direct,1189833,5/15/2021,Midwest,Michigan,Detroit,Women's Apparel,55,150,825,578,0.7,Online
Sports Direct,1189833,6/17/2021,Midwest,Michigan,Detroit,Men's Street Footwear,52,206,1071,664,0.62,Online
Sports Direct,1189833,6/17/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,167,768,415,0.54,Online
Sports Direct,1189833,6/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,41,138,566,249,0.44,Online
Sports Direct,1189833,6/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,43,158,679,326,0.48,Online
Sports Direct,1189833,6/17/2021,Midwest,Michigan,Detroit,Men's Apparel,57,152,866,477,0.55,Online
Sports Direct,1189833,6/17/2021,Midwest,Michigan,Detroit,Women's Apparel,60,169,1014,659,0.65,Online
Sports Direct,1189833,7/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,57,225,1283,770,0.6,Online
Sports Direct,1189833,7/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,53,189,1002,511,0.51,Online
Sports Direct,1189833,7/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,46,173,796,358,0.45,Online
Sports Direct,1189833,7/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,47,158,743,334,0.45,Online
Sports Direct,1189833,7/15/2021,Midwest,Michigan,Detroit,Men's Apparel,54,143,772,394,0.51,Online
Sports Direct,1189833,7/15/2021,Midwest,Michigan,Detroit,Women's Apparel,62,210,1302,898,0.69,Online
Sports Direct,1189833,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,263,1447,926,0.64,Online
Sports Direct,1189833,8/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,195,975,488,0.5,Online
Sports Direct,1189833,8/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,42,144,605,254,0.42,Online
Sports Direct,1189833,8/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,142,483,217,0.45,Online
Sports Direct,1189833,8/16/2021,Midwest,Michigan,Detroit,Men's Apparel,42,135,567,301,0.53,Online
Sports Direct,1189833,8/16/2021,Midwest,Michigan,Detroit,Women's Apparel,45,176,792,539,0.68,Online
Sports Direct,1189833,9/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,42,232,974,614,0.63,Online
Sports Direct,1189833,9/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,174,644,328,0.51,Online
Sports Direct,1189833,9/15/2021,Midwest,Michigan,Detroit,Women's Street Footwear,34,145,493,207,0.42,Online
Sports Direct,1189833,9/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,34,119,405,182,0.45,Online
Sports Direct,1189833,9/15/2021,Midwest,Michigan,Detroit,Men's Apparel,41,128,525,262,0.5,Online
Sports Direct,1189833,9/15/2021,Midwest,Michigan,Detroit,Women's Apparel,48,173,830,540,0.65,Online
Sports Direct,1189833,10/17/2021,Midwest,Michigan,Detroit,Men's Street Footwear,49,225,1103,673,0.61,Online
Sports Direct,1189833,10/17/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,37,167,618,315,0.51,Online
Sports Direct,1189833,10/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,37,123,455,205,0.45,Online
Sports Direct,1189833,10/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,38,116,441,220,0.5,Online
Sports Direct,1189833,10/17/2021,Midwest,Michigan,Detroit,Men's Apparel,48,112,538,296,0.55,Online
Sports Direct,1189833,10/17/2021,Midwest,Michigan,Detroit,Women's Apparel,52,137,712,499,0.7,Online
Sports Direct,1189833,11/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,49,196,960,605,0.63,Online
Sports Direct,1189833,11/16/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,42,145,609,335,0.55,Online
Sports Direct,1189833,11/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,43,120,516,232,0.45,Online
Sports Direct,1189833,11/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,41,138,566,277,0.49,Online
Sports Direct,1189833,11/16/2021,Midwest,Michigan,Detroit,Men's Apparel,59,126,743,409,0.55,Online
Sports Direct,1189833,11/16/2021,Midwest,Michigan,Detroit,Women's Apparel,59,169,997,688,0.69,Online
Sports Direct,1189833,12/15/2021,Midwest,Michigan,Detroit,Men's Street Footwear,55,255,1403,856,0.61,Online
Sports Direct,1189833,12/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,810,429,0.53,Online
Sports Direct,1189833,8/8/2021,West,Idaho,Boise,Men's Apparel,52,133,692,318,0.46,Online
Sports Direct,1189833,8/8/2021,West,Idaho,Boise,Women's Apparel,54,196,1058,720,0.68,Online
Sports Direct,1189833,9/5/2021,West,Idaho,Boise,Men's Street Footwear,50,176,880,440,0.5,Online
Sports Direct,1189833,9/5/2021,West,Idaho,Boise,Men's Athletic Footwear,50,188,940,489,0.52,Online
Sports Direct,1189833,9/5/2021,West,Idaho,Boise,Women's Street Footwear,56,182,1019,530,0.52,Online
Sports Direct,1189833,9/5/2021,West,Idaho,Boise,Women's Athletic Footwear,55,116,638,402,0.63,Online
Sports Direct,1189833,9/5/2021,West,Idaho,Boise,Men's Apparel,50,104,520,239,0.46,Online
Sports Direct,1189833,9/5/2021,West,Idaho,Boise,Women's Apparel,49,181,887,594,0.67,Online
Sports Direct,1189833,10/4/2021,West,Idaho,Boise,Men's Street Footwear,36,167,601,307,0.51,Online
Sports Direct,1189833,10/4/2021,West,Idaho,Boise,Men's Athletic Footwear,37,173,640,346,0.54,Online
Sports Direct,1189833,10/4/2021,West,Idaho,Boise,Women's Street Footwear,41,131,537,274,0.51,Online
Sports Direct,1189833,10/4/2021,West,Idaho,Boise,Women's Athletic Footwear,44,101,444,289,0.65,Online
Sports Direct,1189833,10/4/2021,West,Idaho,Boise,Men's Apparel,32,91,291,140,0.48,Online
Sports Direct,1189833,10/4/2021,West,Idaho,Boise,Women's Apparel,42,142,596,394,0.66,Online
Sports Direct,1189833,11/5/2021,West,Idaho,Boise,Men's Street Footwear,33,182,601,330,0.55,Online
Sports Direct,1189833,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,32,189,605,314,0.52,Online
Sports Direct,1189833,11/5/2021,West,Idaho,Boise,Women's Street Footwear,58,150,870,470,0.54,Online
Sports Direct,1189833,11/5/2021,West,Idaho,Boise,Women's Athletic Footwear,54,122,659,402,0.61,Online
Sports Direct,1189833,11/5/2021,West,Idaho,Boise,Men's Apparel,54,106,572,286,0.5,Online
Sports Direct,1189833,11/5/2021,West,Idaho,Boise,Women's Apparel,63,163,1027,688,0.67,Online
Sports Direct,1189833,12/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,59,130,767,376,0.49,Online
Sports Direct,1189833,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,145,798,367,0.46,Online
Sports Direct,1189833,12/25/2021,West,New Mexico,Albuquerque,Men's Apparel,64,119,762,343,0.45,Online
Sports Direct,1189833,12/25/2021,West,New Mexico,Albuquerque,Women's Apparel,72,131,943,330,0.35,Online
Sports Direct,1189833,1/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,29,131,380,194,0.51,Online
Sports Direct,1189833,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,135,527,269,0.51,Online
Sports Direct,1189833,1/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,38,126,479,215,0.45,Online
Sports Direct,1189833,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,39,75,293,146,0.5,Online
Sports Direct,1189833,1/13/2021,West,New Mexico,Albuquerque,Men's Apparel,41,63,258,116,0.45,Online
Sports Direct,1189833,1/13/2021,West,New Mexico,Albuquerque,Women's Apparel,36,117,421,164,0.39,Online
Sports Direct,1189833,2/13/2021,West,New Mexico,Albuquerque,Men's Street Footwear,29,145,421,223,0.53,Online
Sports Direct,1189833,2/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,37,112,414,228,0.55,Online
Sports Direct,1189833,2/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,37,104,385,192,0.5,Online
Sports Direct,1189833,2/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,36,63,227,118,0.52,Online
Sports Direct,1189833,2/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,41,51,209,100,0.48,Online
Sports Direct,1189833,2/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,37,98,363,131,0.36,Online
Sports Direct,1189833,3/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,137,507,253,0.5,Online
Sports Direct,1189833,3/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,46,101,465,246,0.53,Online
Sports Direct,1189833,3/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,49,113,554,271,0.49,Online
Sports Direct,1189833,3/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,73,343,178,0.52,Online
Sports Direct,1189833,3/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,51,39,199,93,0.47,Online
Sports Direct,1189833,3/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,48,95,456,164,0.36,Online
Sports Direct,1189833,4/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45,142,639,326,0.51,Online
Sports Direct,1189833,4/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,88,449,224,0.5,Online
Sports Direct,1189833,4/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,94,470,235,0.5,Online
Sports Direct,1189833,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,48,69,331,182,0.55,Online
Sports Direct,1189833,4/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,52,53,276,132,0.48,Online
Sports Direct,1189833,4/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,63,105,662,265,0.4,Online
Sports Direct,1189833,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,47,160,752,406,0.54,Online
Sports Direct,1189833,5/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,52,108,562,292,0.52,Online
Sports Direct,1189833,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,52,123,640,320,0.5,Online
Sports Direct,1189833,5/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,47,91,428,231,0.54,Online
Sports Direct,1189833,5/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,56,280,134,0.48,Online
Sports Direct,1189833,5/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,64,120,768,307,0.4,Online
Sports Direct,1189833,6/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,46,176,810,429,0.53,Online
Sports Direct,1189833,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,54,147,794,405,0.51,Online
Sports Direct,1189833,6/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,52,142,738,354,0.48,Online
Sports Direct,1189833,6/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49,120,588,300,0.51,Online
Sports Direct,1189833,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,51,72,367,176,0.48,Online
Sports Direct,1189833,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,67,150,1005,352,0.35,Online
Sports Direct,1189833,7/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,47,196,921,461,0.5,Online
Sports Direct,1189833,7/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,51,173,882,450,0.51,Online
Sports Direct,1189833,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,137,685,343,0.5,Online
Sports Direct,1189833,7/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,46,128,589,300,0.51,Online
Sports Direct,1189833,7/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,54,138,745,358,0.48,Online
Sports Direct,1189833,7/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,67,143,958,364,0.38,Online
Sports Direct,1189833,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,53,182,965,492,0.51,Online
Sports Direct,1189833,8/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,175,1015,528,0.52,Online
Sports Direct,1189833,8/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,54,150,810,373,0.46,Online
Sports Direct,1189833,8/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,53,113,599,311,0.52,Online
Sports Direct,1189833,8/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,60,126,756,363,0.48,Online
Sports Direct,1189833,8/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,68,119,809,283,0.35,Online
Sports Direct,1189833,9/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,774,418,0.54,Online
Sports Direct,1189833,9/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47,156,733,403,0.55,Online
Sports Direct,1189833,9/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,42,135,567,266,0.47,Online
Sports Direct,1189833,9/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,43,120,516,279,0.54,Online
Sports Direct,1189833,9/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,54,100,540,259,0.48,Online
Sports Direct,1189833,9/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,59,131,773,309,0.4,Online
Sports Direct,1189833,10/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,42,131,550,281,0.51,Online
Sports Direct,1189833,10/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47,142,667,347,0.52,Online
Sports Direct,1189833,10/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,42,105,441,207,0.47,Online
Sports Direct,1189833,10/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,44,88,387,194,0.5,Online
Sports Direct,1189833,10/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,90,450,207,0.46,Online
Sports Direct,1189833,10/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,64,102,653,255,0.39,Online
Sports Direct,1189833,11/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,51,137,699,356,0.51,Online
Sports Direct,1189833,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,173,1003,542,0.54,Online
Sports Direct,1189833,11/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,54,115,621,292,0.47,Online
Sports Direct,1189833,11/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51,116,592,308,0.52,Online
Sports Direct,1189833,11/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,60,102,612,288,0.47,Online
Sports Direct,1189833,11/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,65,124,806,282,0.35,Online
Sports Direct,1189833,12/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,203,1015,558,0.55,Online
Sports Direct,1189833,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,58,189,1096,581,0.53,Online
Sports Direct,1189833,12/5/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,56,215,1204,421,0.35,Online
Sports Direct,1189833,12/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,59,194,1145,515,0.45,Online
Sports Direct,1189833,12/5/2021,Southeast,South Carolina,Charleston,Men's Apparel,66,225,1485,668,0.45,Online
Sports Direct,1189833,12/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,68,228,1550,930,0.6,Online
Sports Direct,1189833,1/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,33,231,762,381,0.5,Online
Sports Direct,1189833,1/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,181,615,308,0.5,Online
Sports Direct,1189833,1/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,24,189,454,245,0.54,Online
Sports Direct,1189833,1/6/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,29,173,502,276,0.55,Online
Sports Direct,1189833,1/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,42,156,655,301,0.46,Online
Sports Direct,1189833,1/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,34,196,666,426,0.64,Online
Sports Direct,1189833,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,894,447,0.5,Online
Sports Direct,1189833,2/4/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,188,639,307,0.48,Online
Sports Direct,1189833,2/4/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,23,169,389,214,0.55,Online
Sports Direct,1189833,2/4/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29,142,412,206,0.5,Online
Sports Direct,1189833,2/4/2021,Southeast,North Carolina,Charlotte,Men's Apparel,44,180,792,396,0.5,Online
Sports Direct,1189833,2/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,29,203,589,353,0.6,Online
Sports Direct,1189833,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,28,276,773,417,0.54,Online
Sports Direct,1189833,3/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,29,150,435,196,0.45,Online
Sports Direct,1189833,3/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,19,181,344,179,0.52,Online
Sports Direct,1189833,3/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,124,310,167,0.54,Online
Sports Direct,1189833,3/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,37,158,585,263,0.45,Online
Sports Direct,1189833,3/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,27,169,456,283,0.62,Online
Sports Direct,1189833,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,710,383,0.54,Online
Sports Direct,1189833,4/3/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,28,155,434,204,0.47,Online
Sports Direct,1189833,4/3/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,20,144,288,158,0.55,Online
Sports Direct,1189833,4/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24,140,336,181,0.54,Online
Sports Direct,1189833,4/3/2021,Southeast,North Carolina,Charlotte,Men's Apparel,42,131,550,275,0.5,Online
Sports Direct,1189833,4/3/2021,Southeast,North Carolina,Charlotte,Women's Apparel,32,189,605,369,0.61,Online
Sports Direct,1189833,5/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,41,246,1009,555,0.55,Online
Sports Direct,1189833,5/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,764,352,0.46,Online
Sports Direct,1189833,5/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,37,169,625,331,0.53,Online
Sports Direct,1189833,5/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,38,150,570,308,0.54,Online
Sports Direct,1189833,5/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,46,150,690,338,0.49,Online
Sports Direct,1189833,5/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,51,203,1035,642,0.62,Online
Sports Direct,1189833,6/4/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,1095,602,0.55,Online
Sports Direct,1189833,6/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,764,359,0.47,Online
Sports Direct,1189833,6/4/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,47,169,794,429,0.54,Online
Sports Direct,1189833,6/4/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,49,169,828,422,0.51,Online
Sports Direct,1189833,6/4/2021,Southeast,North Carolina,Charlotte,Men's Apparel,61,163,994,487,0.49,Online
Sports Direct,1189833,6/4/2021,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,1548,929,0.6,Online
Sports Direct,1189833,7/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,60,294,1764,882,0.5,Online
Sports Direct,1189833,7/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,224,1299,650,0.5,Online
Sports Direct,1189833,7/2/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,53,196,1039,571,0.55,Online
Sports Direct,1189833,7/2/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,52,203,1056,538,0.51,Online
